League,Home,Away,INC,Date,Time,H_Score,A_Score,WIN,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards
premier-league,Burnley,West Ham,"[""19' Goal_Home - Wood Ch.(Penalty )"", ""21' Goal_Away - Antonio M.(Coufal V.)"", ""29' Goal_Away - Antonio M.(Benrahma S.)"", ""85' Yellow_Home - Mee B.(Podcięcie)"", ""86' Yellow_Away - Dawson C.(Opóźnianie gry)"", ""87' Yellow_Home - Gudmundsson J.(Faul)""]",03.05.2021,21:15,1,2,Away,45%,55%,8,22,3,4,145,87,43,68,3,12,2,6,9,6,5,4,2,2,2,2,4,8,2,1
premier-league,West Brom,Wolves,"[""45+2' Goal_Away - Silva F."", ""62' Goal_Home - Diagne M.(Townsend C.)"", ""69' Yellow_Home - Maitland-Niles A.(Przytrzymywanie)"", ""87' Yellow_Home - Furlong D.(Podcięcie)""]",03.05.2021,19:00,1,1,Draw,42%,58%,10,20,4,10,94,121,48,38,5,6,1,4,13,18,5,6,1,2,9,3,17,11,2,0
premier-league,Tottenham,Sheffield Utd,"[""18' Yellow_Away - Egan J.(Podcięcie)"", ""36' Goal_Home - Bale G.(Aurier S.)"", ""51' Var_Home"", ""61' Goal_Home - Bale G.(Son Heung-Min)"", ""69' Goal_Home - Bale G.(Aurier S.)"", ""77' Goal_Home - Son Heung-Min(Bergwijn S.)"", ""88' Yellow_Home - Hojbjerg P.(Podcięcie)""]",02.05.2021,20:15,4,0,Home,66%,34%,20,8,11,1,118,85,40,34,6,3,3,4,9,11,6,6,3,0,1,7,8,9,1,1
premier-league,Newcastle United,Arsenal,"[""05' Goal_Away - Elneny M.(Aubameyang P.)"", ""20' Yellow_Away - Xhaka G.(Podcięcie)"", ""31' Yellow_Home - Almiron M.(Podcięcie)"", ""62' Yellow_Home - Fernandez F.(Podcięcie)"", ""66' Goal_Away - Aubameyang P.(Martinelli G.)"", ""90' Red_Card_Home - Schar F.(Podcięcie)""]",02.05.2021,15:00,0,2,Away,38%,62%,5,19,1,5,69,123,33,75,3,10,1,4,10,11,3,7,1,1,3,1,10,9,2,1
premier-league,Everton,Aston Villa,"[""13' Goal_Away - Watkins O."", ""19' Goal_Home - Calvert-Lewin D.(Digne L.)"", ""41' Yellow_Away - Luiz D.(Przytrzymywanie)"", ""80' Goal_Away - El-Ghazi A.(Traore B.)"", ""90' Yellow_Away - El-Ghazi A.(Przytrzymywanie)""]",01.05.2021,21:00,1,2,Away,48%,52%,16,13,3,5,98,96,47,46,7,5,6,3,14,12,3,6,2,2,3,2,10,13,0,2
premier-league,Chelsea,Fulham,"[""10' Goal_Home - Havertz K.(Mount M.)"", ""41' Yellow_Home - Zouma K.(Nadmierna ostrość)"", ""49' Goal_Home - Havertz K.(Werner T.)"", ""90+4' Yellow_Away - Aina O.(Podcięcie)""]",01.05.2021,18:30,2,0,Home,49%,51%,9,10,5,3,118,133,32,48,1,4,3,3,9,22,1,8,7,1,3,3,15,8,1,1
premier-league,Brighton,Leeds,"[""14' Goal_Home - Gross P.(Penalty )"", ""76' Yellow_Home - Gross P.(Nadmierna ostrość)"", ""79' Goal_Home - Welbeck D."", ""88' Yellow_Away - Ayling L.(Nadmierna ostrość)""]",01.05.2021,16:00,2,0,Home,42%,58%,17,11,5,2,105,97,43,47,8,5,4,4,6,17,2,9,0,1,2,3,17,6,1,1
premier-league,Crystal Palace,Manchester City,"[""36' Var_Away"", ""49' Yellow_Home - Milivojevic L.(Podcięcie)"", ""57' Goal_Away - Aguero S.(Mendy B.)"", ""59' Goal_Away - Torres F."", ""81' Yellow_Home - Kouyate C.(Nadmierna ostrość)""]",01.05.2021,13:30,0,2,Away,30%,70%,9,20,4,3,84,144,35,63,4,10,1,7,10,12,2,6,3,1,1,4,9,10,2,0
premier-league,Southampton,Leicester City,"[""10' Red_Card_Home - Vestergaard J.(Podcięcie)"", ""50' Yellow_Home - Minamino T.(Nadmierna ostrość)"", ""61' Goal_Home - Ward-Prowse J.(Penalty )"", ""68' Goal_Away - Evans J.(Iheanacho K.)""]",30.04.2021,21:00,1,1,Draw,29%,71%,5,23,3,9,69,160,15,96,0,9,2,5,17,10,0,10,1,5,8,2,9,13,1,0
premier-league,Leicester City,Crystal Palace,"[""12' Goal_Away - Zaha W.(Eze E.)"", ""18' Yellow_Away - Riedewald J.(Podcięcie)"", ""50' Goal_Home - Castagne T.(Iheanacho K.)"", ""80' Goal_Home - Iheanacho K.(Evans J.)""]",26.04.2021,21:00,2,1,Home,67%,33%,13,4,5,2,142,112,54,23,6,1,2,1,14,15,7,2,2,3,1,3,13,12,0,1
premier-league,Aston Villa,West Brom,"[""09' Goal_Home - El-Ghazi A.(Penalty )"", ""23' Goal_Away - Pereira M.(Penalty )"", ""47' Own_Away - Mings T.()"", ""54' Yellow_Away - Gallagher C.(Podcięcie)"", ""77' Yellow_Away - Yokuslu O.(Podcięcie)"", ""90+2' Goal_Home - Davis K.""]",25.04.2021,20:00,2,2,Draw,70%,30%,24,10,11,4,123,60,83,28,7,5,6,1,9,15,11,4,2,1,2,9,14,9,0,2
premier-league,Leeds,Manchester United,"[""37' Yellow_Home - Ayling L.(Podcięcie)"", ""39' Yellow_Home - Roberts T.(Podcięcie)"", ""64' Yellow_Home - Alioski E.(Nadmierna ostrość)"", ""68' Yellow_Away - Maguire H.(Nadmierna ostrość)"", ""70' Yellow_Home - Bamford P.(Nadmierna ostrość)""]",25.04.2021,15:00,0,0,Draw,44%,56%,6,16,3,4,66,139,29,55,1,7,2,5,11,23,2,6,2,0,4,3,21,11,4,1
premier-league,Wolves,Burnley,"[""15' Goal_Away - Wood Ch.(Lowton M.)"", ""21' Goal_Away - Wood Ch.(McNeil D.)"", ""39' Yellow_Away - Nadmierna ostrośćTarkowski J.(Nadmierna ostrość)"", ""39' Yellow_Home - Nadmierna ostrośćTraore A.(Nadmierna ostrość)"", ""42' Yellow_Away - Lowton M.(Podcięcie)"", ""44' Goal_Away - Wood Ch.(McNeil D.)"", ""49' Var_Away"", ""85' Goal_Away - Westwood A.(Wood Ch.)""]",25.04.2021,13:00,0,4,Away,59%,41%,12,14,2,7,103,132,37,50,5,6,5,1,12,10,8,5,2,2,3,2,8,9,1,2
premier-league,Sheffield Utd,Brighton,"[""19' Goal_Home - Mcdrick D."", ""24' Yellow_Home - McGoldrick D.(Nadmierna ostrość)"", ""56' Var_Away"", ""77' Yellow_Home - Baldock G.(Opóźnianie gry)"", ""88' Yellow_Home - Stevens E.(Przytrzymywanie)""]",24.04.2021,21:00,1,0,Home,32%,68%,7,17,3,4,80,126,34,77,1,8,3,5,8,13,2,12,0,1,4,2,13,7,3,0
premier-league,West Ham,Chelsea,"[""35' Yellow_Away - Werner T.(Podcięcie)"", ""42' Yellow_Away - Christensen A.(Przytrzymywanie)"", ""43' Goal_Away - Werner T.(Chilwell B.)"", ""81' Red_Card_Home - PodcięcieBalbuena F.(Podcięcie)"", ""90+3' Yellow_Away - Mendy E.(Opóźnianie gry)"", ""90+5' Yellow_Away - Kante N.(Nadmierna ostrość)""]",24.04.2021,18:30,0,1,Away,45%,55%,9,17,2,6,127,126,46,54,4,6,3,5,14,12,4,2,3,3,5,2,9,11,0,4
premier-league,Liverpool,Newcastle United,"[""03' Goal_Home - Salah M."", ""09' Yellow_Home - Kabak O.(Podcięcie)"", ""16' Yellow_Away - Fernandez F.(Faul)"", ""89' Yellow_Home - Fabinho(Faul)"", ""90+2' Var_Away"", ""90+5' Goal_Away - Willock J.(Gayle D.)""]",24.04.2021,13:30,1,1,Draw,69%,31%,22,7,9,4,151,72,66,27,8,1,5,2,12,10,6,3,1,4,3,8,9,7,2,1
premier-league,Arsenal,Everton,"[""38' Yellow_Home - Thomas(Podcięcie)"", ""55' Yellow_Away - Allan(Przytrzymywanie)"", ""62' Yellow_Away - Holgate M.(Nadmierna ostrość)"", ""68' Yellow_Away - Delph F.(Podcięcie)"", ""76' Own_Away - Leno B.()""]",23.04.2021,21:00,0,1,Away,59%,41%,14,8,3,1,141,59,74,26,3,3,8,4,10,16,7,3,2,1,1,3,13,10,1,3
premier-league,Leicester City,West Brom,"[""23' Goal_Home - Vardy J.(Castagne T.)"", ""26' Goal_Home - Evans J."", ""36' Goal_Home - Iheanacho K.(Vardy J.)"", ""57' Yellow_Away - Yokuslu O.(Podcięcie)"", ""79' Yellow_Away - Bartley K.(Przytrzymywanie)""]",22.04.2021,21:00,3,0,Home,73%,27%,17,4,7,1,146,84,39,25,5,3,5,0,12,14,7,3,1,0,1,4,13,12,0,2
premier-league,Aston Villa,Manchester City,"[""01' Goal_Home - McGinn J.(Watkins O.)"", ""22' Goal_Away - Foden P.(Silva B.)"", ""40' Goal_Away - Rodri(Silva B.)"", ""44' Red_Card_Away - Stones J.(Nadmierna ostrość)"", ""44' Yellow_Away - Gundogan I.(Niesportowe zachowanie)"", ""54' Yellow_Home - Cash M.(Przytrzymywanie)"", ""57' Red_Card_Home - Żółta kartka / Cash M.(Podcięcie)""]",21.04.2021,21:15,1,2,Away,28%,72%,8,13,3,3,23,93,6,64,3,7,2,3,9,13,1,11,1,2,1,2,12,7,2,1
premier-league,Tottenham,Southampton,"[""30' Goal_Away - Ings D.(Ward-Prowse J.)"", ""43' Yellow_Home - Ndombele T.(Faul)"", ""60' Goal_Home - Bale G."", ""75' Var_Home"", ""86' Yellow_Away - Djenepo M.(Podcięcie)"", ""90' Goal_Home - Son Heung-Min(Penalty )"", ""90+5' Yellow_Home - Dier E.(Faul)""]",21.04.2021,19:00,2,1,Home,62%,38%,12,10,3,5,129,110,50,28,5,3,4,2,14,12,5,5,2,0,4,1,10,14,2,1
premier-league,Chelsea,Brighton,"[""35' Yellow_Home - Jorginho(Nadmierna ostrość)"", ""35' Yellow_Home - Zouma K.(Przytrzymywanie)"", ""73' Yellow_Away - White B.(Nadmierna ostrość)"", ""90+2' Red_Card_Away - Żółta kartka / White B.(Podcięcie)""]",20.04.2021,21:15,0,0,Draw,64%,36%,7,11,4,2,148,91,45,37,2,4,1,5,9,11,0,3,3,0,2,4,8,9,2,2
premier-league,Leeds,Liverpool,"[""25' Yellow_Home - Dallas S.(Podcięcie)"", ""31' Goal_Away - Mane S.(Alexander-Arnold T.)"", ""37' Yellow_Home - Alioski E.(Podcięcie)"", ""39' Yellow_Away - Firmino R.(Podcięcie)"", ""87' Goal_Home - Llorente D.(Harrison J.)""]",19.04.2021,21:00,1,1,Draw,62%,38%,12,17,5,7,82,84,53,60,4,6,3,4,18,7,10,8,0,4,6,4,7,15,2,1
premier-league,Manchester United,Burnley,"[""26' Yellow_Home - Wan-Bissaka A.(Podcięcie)"", ""48' Goal_Home - Greenwood M.(Rashford M.)"", ""50' Goal_Away - Tarkowski J.(Westwood A.)"", ""57' Yellow_Away - Cork J.(Podcięcie)"", ""84' Goal_Home - Greenwood M.(Pogba P.)"", ""89' Yellow_Away - Tarkowski J.(Nadmierna ostrość)"", ""90+3' Goal_Home - Cavani E.(van de Beek D.)""]",18.04.2021,17:00,3,1,Home,69%,31%,17,10,9,3,123,80,80,39,4,4,4,3,16,10,8,3,2,4,2,6,9,12,1,2
premier-league,Arsenal,Fulham,"[""40' Var_Home"", ""50' Yellow_Away - Andersen J.(Nadmierna ostrość)"", ""59' Goal_Away - Maja J.(Penalty )"", ""61' Yellow_Away - Reid B.(Podcięcie)"", ""89' Yellow_Away - Areola A.(Opóźnianie gry)"", ""90+7' Goal_Home - Nketiah E.""]",18.04.2021,14:30,1,1,Draw,69%,31%,18,3,5,1,133,77,73,28,8,0,5,2,11,13,11,1,5,0,0,4,9,11,0,3
premier-league,Wolves,Sheffield Utd,"[""36' Yellow_Away - Brewster R.(Nadmierna ostrość)"", ""59' Goal_Home - Willian Jose(Traore A.)"", ""71' Yellow_Home - Podence D.(Przytrzymywanie)"", ""82' Yellow_Away - Stevens E.(Podcięcie)""]",17.04.2021,21:15,1,0,Home,48%,52%,10,8,5,2,91,127,35,73,3,2,2,4,18,10,3,3,2,2,2,4,8,15,1,2
premier-league,Newcastle United,West Ham,"[""12' Yellow_Away - Dawson C.(Podcięcie)"", ""16' Yellow_Home - Shelvey J.(Podcięcie)"", ""36' Own_Home - Diop I.()"", ""36' Red_Card_Away - Żółta kartka / Dawson C.(Podcięcie)"", ""41' Goal_Home - Joelinton"", ""73' Goal_Away - Diop I.(Bowen J.)"", ""80' Goal_Away - Lingard J.(Penalty )"", ""82' Goal_Home - Willock J.(Ritchie M.)"", ""90+5' Yellow_Home - Murphy J.(Faul)""]",17.04.2021,13:30,3,2,Home,35%,65%,16,16,8,6,60,126,33,70,1,4,7,6,7,11,3,8,2,0,4,5,9,7,2,2
premier-league,Everton,Tottenham,"[""07' Yellow_Away - Hojbjerg P.(Przytrzymywanie)"", ""21' Yellow_Home - Davies T.(Podcięcie)"", ""27' Goal_Away - Kane H."", ""31' Goal_Home - Sigurdsson G.(Penalty )"", ""62' Goal_Home - Sigurdsson G.(Coleman S.)"", ""68' Goal_Away - Kane H.""]",16.04.2021,21:00,2,2,Draw,53%,47%,18,12,7,3,120,103,36,34,8,4,3,5,7,10,6,3,2,0,1,5,8,8,1,1
premier-league,Brighton,Everton,"[""52' Yellow_Home - Dunk L.(Podcięcie)"", ""82' Yellow_Away - Keane M.(Podcięcie)"", ""90+2' Yellow_Away - Holgate M.(Przytrzymywanie)""]",12.04.2021,21:15,0,0,Draw,55%,45%,23,8,3,1,120,85,48,24,10,6,10,1,8,12,10,3,0,1,1,3,12,7,1,2
premier-league,West Brom,Southampton,"[""05' Var_Home"", ""32' Goal_Home - Pereira M.(Penalty )"", ""35' Goal_Home - Phillips M.(Diagne M.)"", ""37' Yellow_Away - Ward-Prowse J.(Przytrzymywanie)"", ""69' Goal_Home - Robinson C.(Yokuslu O.)"", ""90+4' Penalty_Missed_Away -  Ward-Prowse J.()""]",12.04.2021,19:00,3,0,Home,40%,60%,15,14,6,4,101,97,58,69,6,10,3,0,11,15,5,10,4,2,4,3,12,11,0,1
premier-league,Sheffield Utd,Arsenal,"[""33' Goal_Away - Lacazette A.(Ceballos D.)"", ""71' Goal_Away - Martinelli G."", ""80' Yellow_Away - Mari P.(Podcięcie)"", ""85' Goal_Away - Lacazette A.(Thomas)"", ""90+4' Yellow_Home - Ampadu E.(Podcięcie)""]",11.04.2021,20:00,0,3,Away,45%,55%,7,14,2,5,69,101,28,51,2,3,3,6,9,11,2,4,2,3,2,2,9,6,1,1
premier-league,Tottenham,Manchester United,"[""18' Yellow_Away - McTominay S.(Podcięcie)"", ""35' Var_Away"", ""40' Goal_Home - Son Heung-Min(Lucas)"", ""41' Yellow_Away - Cavani E.(Podcięcie)"", ""48' Yellow_Away - Fred(Podcięcie)"", ""57' Goal_Away - Fred"", ""67' Yellow_Away - Shaw L.(Podcięcie)"", ""70' Yellow_Away - Maguire H.(Nadmierna ostrość)"", ""79' Goal_Away - Cavani E.(Greenwood M.)"", ""90+2' Yellow_Home - Sissoko M.(Podcięcie)"", ""90+6' Goal_Away - Greenwood M.(Pogba P.)""]",11.04.2021,17:30,1,3,Away,47%,53%,12,12,3,7,98,115,41,48,6,2,3,3,16,14,7,5,3,1,4,2,11,15,1,5
premier-league,West Ham,Leicester City,"[""10' Yellow_Home - Soucek T.(Podcięcie)"", ""29' Goal_Home - Lingard J.(Coufal V.)"", ""30' Yellow_Home - Cresswell A.(Podcięcie)"", ""33' Yellow_Away - Pereira R.(Podcięcie)"", ""44' Goal_Home - Lingard J.(Bowen J.)"", ""45+2' Yellow_Away - Fofana W.(Faul)"", ""46' Yellow_Away - Ndidi W.(Podcięcie)"", ""48' Goal_Home - Bowen J.(Soucek T.)"", ""54' Var_Home"", ""70' Goal_Away - Iheanacho K.(Pereira R.)"", ""90+1' Goal_Away - Iheanacho K."", ""90+2' Yellow_Home - Masuaku A.(Niesportowe zachowanie)""]",11.04.2021,15:05,3,2,Home,36%,64%,4,15,4,4,94,134,25,74,0,5,0,6,14,10,1,9,3,1,2,1,7,13,3,3
premier-league,Burnley,Newcastle United,"[""18' Goal_Home - Vydra M.(Wood Ch.)"", ""59' Goal_Away - Murphy J.(Saint-Maximin A.)"", ""64' Goal_Away - Saint-Maximin A.(Shelvey J.)"", ""70' Yellow_Home - Brownhill J.(Podcięcie)""]",11.04.2021,13:00,1,2,Away,57%,43%,24,10,4,5,126,90,77,30,14,2,6,3,15,11,13,3,0,2,3,3,11,12,1,0
premier-league,Crystal Palace,Chelsea,"[""08' Goal_Away - Havertz K.(Hudson-Odoi C.)"", ""10' Goal_Away - Pulisic C.(Havertz K.)"", ""29' Yellow_Home - Kouyate C.(Podcięcie)"", ""30' Goal_Away - Zouma K.(Mount M.)"", ""63' Goal_Home - Benteke C.(Schlupp J.)"", ""78' Goal_Away - Pulisic C.""]",10.04.2021,18:30,1,4,Away,36%,64%,1,23,1,10,85,144,32,73,0,6,0,7,15,8,0,8,1,2,6,0,7,12,1,0
premier-league,Liverpool,Aston Villa,"[""25' Yellow_Away - Konsa E.(Przytrzymywanie)"", ""43' Goal_Away - Watkins O.(McGinn J.)"", ""45+2' Var_Home"", ""49' Yellow_Away - Luiz D.(Niesportowe zachowanie)"", ""57' Goal_Home - Salah M."", ""65' Yellow_Home - Milner J."", ""73' Yellow_Away - Targett M.(Nadmierna ostrość)"", ""74' Yellow_Home - Robertson A.(Podcięcie)"", ""85' Yellow_Away - Watkins O.(Faul)"", ""90+1' Goal_Home - Alexander-Arnold T.""]",10.04.2021,16:00,2,1,Home,67%,33%,23,9,10,5,113,106,66,37,6,4,7,0,13,18,7,0,2,2,4,8,16,11,2,4
premier-league,Manchester City,Leeds,"[""35' Yellow_Home - Ake N.(Podcięcie)"", ""42' Goal_Away - Dallas S.(Bamford P.)"", ""45+1' Red_Card_Away - Cooper L.(Podcięcie)"", ""66' Yellow_Away - Alioski E.(Podcięcie)"", ""76' Goal_Home - Torres F.(Silva B.)"", ""83' Yellow_Home - Silva B.(Podcięcie)"", ""90+1' Goal_Away - Dallas S.(Alioski E.)"", ""90+3' Yellow_Home - Fernandinho(Podcięcie)""]",10.04.2021,13:30,1,2,Away,71%,29%,29,2,7,2,155,52,115,23,11,0,11,0,18,14,9,3,2,3,0,6,12,15,3,1
premier-league,Fulham,Wolves,"[""45+1' Var_Away"", ""90+2' Goal_Away - Traore A.(Silva F.)""]",09.04.2021,21:00,0,1,Away,50%,50%,14,7,3,3,116,95,58,30,7,4,4,0,9,14,3,4,3,1,2,3,11,8,,
premier-league,Wolves,West Ham,"[""04' Yellow_Away - Dawson C.(Faul)"", ""06' Goal_Away - Lingard J.(Coufal V.)"", ""10' Yellow_Away - Diop I.(Nadmierna ostrość)"", ""14' Goal_Away - Fornals P.(Masuaku A.)"", ""38' Goal_Away - Bowen J.(Lingard J.)"", ""44' Goal_Home - Dendoncker L.(Traore A.)"", ""68' Goal_Home - Silva F.(Neto P.)"", ""85' Yellow_Home - Neves R.(Faul)"", ""90+1' Yellow_Away - Soucek T.(Przytrzymywanie)"", ""90+3' Yellow_Away - Lingard J.(Niesportowe zachowanie)""]",05.04.2021,21:15,2,3,Away,66%,34%,20,9,5,6,135,99,51,40,13,3,2,0,10,10,4,2,1,1,3,3,9,9,1,4
premier-league,Everton,Crystal Palace,"[""15' Yellow_Home - Mina Y.(Faul)"", ""33' Yellow_Home - Digne L.(Nadmierna ostrość)"", ""56' Goal_Home - Rodriguez J.(Coleman S.)"", ""86' Goal_Away - Batshuayi M.(Schlupp J.)""]",05.04.2021,19:00,1,1,Draw,47%,53%,15,13,7,6,100,125,52,44,7,4,1,3,11,12,3,4,2,1,5,6,10,10,2,0
premier-league,Manchester United,Brighton,"[""13' Goal_Away - Welbeck D."", ""42' Yellow_Away - Gross P.(Przytrzymywanie)"", ""62' Goal_Home - Rashford M.(Fernandes B.)"", ""63' Yellow_Home - Cavani E.(Niesportowe zachowanie)"", ""66' Yellow_Away - White B.(Opóźnianie gry)"", ""83' Goal_Home - Greenwood M.(Pogba P.)"", ""89' Yellow_Home - Greenwood M.(Faul)""]",04.04.2021,20:30,2,1,Home,58%,42%,15,5,7,3,132,89,77,44,6,0,2,2,9,15,5,6,0,2,2,5,14,7,2,2
premier-league,Aston Villa,Fulham,"[""15' Yellow_Home - Luiz D.(Podcięcie)"", ""16' Yellow_Away - Andersen J.(Nadmierna ostrość)"", ""61' Goal_Away - Mitrovic A."", ""74' Yellow_Away - Reid B.(Podcięcie)"", ""78' Goal_Home - Trezeguet(Mings T.)"", ""81' Goal_Home - Trezeguet(Davis K.)"", ""87' Goal_Home - Watkins O.(Traore B.)""]",04.04.2021,17:30,3,1,Home,53%,47%,14,13,4,6,114,87,62,26,5,4,5,3,22,19,3,4,4,2,5,1,14,18,1,2
premier-league,Newcastle United,Tottenham,"[""28' Goal_Home - Joelinton(Longstaff S.)"", ""30' Goal_Away - Kane H."", ""34' Goal_Away - Kane H.(Ndombele T.)"", ""45' Yellow_Away - Lo Celso G.(Nadmierna ostrość)"", ""63' Yellow_Away - Tanganga J.(Podcięcie)"", ""65' Yellow_Home - Dummett P.(Przytrzymywanie)"", ""71' Yellow_Home - Shelvey J.(Podcięcie)"", ""85' Goal_Home - Willock J."", ""85' Yellow_Home - Almiron M.(Podcięcie)""]",04.04.2021,15:05,2,2,Draw,41%,59%,22,11,6,5,115,104,50,35,7,4,9,2,17,14,7,3,1,3,3,4,13,14,3,2
premier-league,Southampton,Burnley,"[""12' Goal_Away - Wood Ch.(Penalty )"", ""28' Goal_Away - Vydra M.(Wood Ch.)"", ""31' Goal_Home - Armstrong S.(Ings D.)"", ""42' Goal_Home - Ings D.(Redmond N.)"", ""66' Goal_Home - Redmond N.(Walcott T.)""]",04.04.2021,13:00,3,2,Home,53%,47%,24,7,9,5,107,100,51,52,3,2,12,0,11,10,6,7,0,1,3,6,11,10,,
premier-league,Arsenal,Liverpool,"[""64' Goal_Away - Jota D.(Alexander-Arnold T.)"", ""68' Goal_Away - Salah M."", ""73' Yellow_Away - Jota D.(Podcięcie)"", ""82' Goal_Away - Jota D.(Mane S.)"", ""90+1' Yellow_Home - Gabriel(Nadmierna ostrość)""]",03.04.2021,21:00,0,3,Away,36%,64%,3,16,2,7,85,148,24,56,0,6,1,3,13,10,1,2,0,3,4,2,10,10,1,1
premier-league,Leicester City,Manchester City,"[""32' Yellow_Home - Ndidi W.(Podcięcie)"", ""58' Goal_Away - Mendy B."", ""73' Yellow_Away - Ederson(Opóźnianie gry)"", ""74' Goal_Away - Gabriel Jesus(Sterling R.)"", ""82' Yellow_Away - Fernandinho(Podcięcie)"", ""87' Yellow_Home - Amartey D.(Nadmierna ostrość)"", ""90' Yellow_Away - Rodri(Podcięcie)""]",03.04.2021,18:30,0,2,Away,43%,57%,5,11,2,4,63,160,22,58,2,6,1,1,13,16,1,1,3,1,2,2,13,12,2,3
premier-league,Leeds,Sheffield Utd,"[""04' Yellow_Away - Lundstram J.(Podcięcie)"", ""12' Goal_Home - Harrison J.(Raphinha)"", ""43' Yellow_Away - McGoldrick D.(Zagranie ręką)"", ""45+2' Goal_Away - Osborn B."", ""49' Own_Home - Jagielka P.()"", ""85' Yellow_Home - Rodrigo(Nadmierna ostrość)""]",03.04.2021,16:00,2,1,Home,54%,46%,23,9,8,1,114,115,56,38,9,4,6,4,14,13,5,7,1,1,0,6,12,13,1,2
premier-league,Chelsea,West Brom,"[""05' Yellow_Home - Silva T.(Przytrzymywanie)"", ""14' Yellow_Away - Diagne M.(Uderzenie łokciem)"", ""27' Goal_Home - Pulisic C."", ""29' Red_Card_Home - Żółta kartka / Silva T.(Podcięcie)"", ""45+2' Goal_Away - Pereira M.(Johnstone S.)"", ""45+4' Goal_Away - Pereira M."", ""63' Goal_Away - Robinson C.(Furlong D.)"", ""66' Yellow_Home - Kovacic M.(Podcięcie)"", ""68' Goal_Away - Diagne M.(Pereira M.)"", ""71' Goal_Home - Mount M.(Werner T.)"", ""90+1' Goal_Away - Robinson C.(Pereira M.)""]",03.04.2021,13:30,2,5,Away,66%,34%,18,14,8,7,124,73,59,32,6,4,4,3,10,12,10,3,1,4,2,6,11,6,3,1
premier-league,Aston Villa,Tottenham,"[""29' Goal_Away - Carlos(Lucas)"", ""62' Yellow_Away - Lo Celso G.(Nadmierna ostrość)"", ""68' Goal_Away - Kane H.(Penalty )"", ""74' Yellow_Home - Cash M.(Podcięcie)"", ""81' Yellow_Home - McGinn J.(Nadmierna ostrość)"", ""83' Yellow_Away - Carlos(Przytrzymywanie)"", ""90+2' Yellow_Home - Targett M.(Podcięcie)""]",21.03.2021,20:30,0,2,Away,50%,50%,8,9,1,3,103,103,55,52,2,3,5,3,14,18,5,8,1,1,1,1,18,13,3,2
premier-league,West Ham,Arsenal,"[""15' Goal_Home - Lingard J.(Antonio M.)"", ""17' Goal_Home - Bowen J.(Lingard J.)"", ""32' Goal_Home - Soucek T.(Antonio M.)"", ""38' Own_Away - Soucek T.()"", ""59' Yellow_Home - Coufal V.(Uderzenie łokciem)"", ""61' Own_Away - Dawson C.()"", ""82' Goal_Away - Lacazette A.(Pepe N.)"", ""88' Yellow_Home - Antonio M.(Podcięcie)"", ""89' Yellow_Home - Cresswell A.(Podcięcie)"", ""90+2' Yellow_Away - Lacazette A.(Podcięcie)""]",21.03.2021,16:00,3,3,Draw,37%,63%,15,16,5,7,93,122,47,61,7,4,3,5,7,19,3,5,1,0,4,2,18,8,3,1
premier-league,Brighton,Newcastle United,"[""45+3' Goal_Home - Trossard L.(Veltman J.)"", ""51' Goal_Home - Welbeck D.(Trossard L.)"", ""63' Yellow_Away - Dummett P.(Podcięcie)"", ""68' Goal_Home - Maupay N.(Gross P.)""]",20.03.2021,21:00,3,0,Home,65%,35%,11,3,6,1,127,86,47,22,1,2,4,0,6,14,3,1,2,1,1,3,12,5,0,1
premier-league,Fulham,Leeds,"[""08' Var_Away"", ""29' Goal_Away - Bamford P.(Harrison J.)"", ""31' Yellow_Away - Bamford P.(Podcięcie)"", ""38' Goal_Home - Andersen J.(Lookman A.)"", ""51' Yellow_Home - Lemina M.(Przytrzymywanie)"", ""58' Goal_Away - Raphinha(Bamford P.)"", ""90+2' Yellow_Home - Loftus-Cheek R.(Podcięcie)"", ""90+4' Yellow_Away - Phillips K.(Nadmierna ostrość)""]",19.03.2021,21:00,1,2,Away,52%,48%,13,13,6,4,110,114,47,41,4,7,3,2,16,14,13,7,1,4,2,5,13,12,2,2
premier-league,Wolves,Liverpool,"[""37' Yellow_Home - Neves R.(Podcięcie)"", ""42' Yellow_Away - Alcantara T.(Podcięcie)"", ""45+2' Goal_Away - Jota D.(Mane S.)"", ""52' Yellow_Home - Saiss R.(Podcięcie)""]",15.03.2021,21:00,0,1,Away,53%,47%,10,12,5,4,139,136,66,71,2,5,3,3,11,20,3,2,2,1,3,5,17,10,2,1
premier-league,Manchester United,West Ham,"[""35' Yellow_Home - Wan-Bissaka A.(Podcięcie)"", ""49' Yellow_Home - McTominay S.(Nadmierna ostrość)"", ""53' Own_Home - Dawson C.()"", ""76' Yellow_Home - Rashford M.(Podcięcie)"", ""90+2' Yellow_Home - James D.(Podcięcie)""]",14.03.2021,20:15,1,0,Home,62%,38%,15,7,4,0,141,94,86,45,4,3,7,4,4,12,6,2,0,2,0,3,12,2,4,0
